+(896,430) 1326
+(553,447) 1000
+(380,565) 945
+(922,957) 1879
+(237,291) 528
+(629,940) 1569
+(1014,10) 1024
+(317,883) 1200
+(252,183) 435
+(517,974) 1491
+(10,559) 569
+(233,838) 1071
+(284,75) 359
+(323,81) 404
+(517,691) 1208
+(682,602) 1284
+(312,260) 572
+(507,763) 1270
+(996,430) 1426
+(253,313) 566
+(468,433) 901
+(828,789) 1617
+(82,250) 332
+(106,862) 968
+(304,447) 751
+(666,940) 1606
+(532,197) 729
+(938,184) 1122
+(888,794) 1682
+(313,897) 1210
+(961,249) 1210
+(364,275) 639
+(720,997) 1717
+(815,575) 1390
+(669,904) 1573
+(548,344) 892
+(517,279) 796
+(971,843) 1814
+(707,269) 976
+(877,758) 1635
+(609,80) 689
+(974,619) 1593
+(962,451) 1413
+(710,696) 1406
+(761,517) 1278
+(944,520) 1464
+(84,961) 1045
+(275,434) 709
+(969,289) 1258
+(834,708) 1542
+(430,365) 795
+(203,80) 283
+(883,888) 1771
+(257,669) 926
+(575,251) 826
+(502,961) 1463
+(257,698) 955
+(252,809) 1061
+(158,687) 845
+(302,79) 381
+(617,973) 1590
+(757,663) 1420
+(374,809) 1183
+(683,209) 892
+(729,447) 1176
+(989,575) 1564
+(887,825) 1712
+(5,517) 522
+(354,295) 649
+(717,279) 996
+(528,603) 1131
+(722,873) 1595
+(294,184) 478
+(614,520) 1134
+(856,233) 1089
+(358,91) 449
+(316,844) 1160
+(728,511) 1239
+(53,919) 972
+(75,798) 873
+(793,195) 988
+(429,626) 1055
+(276,229) 505
+(334,891) 1225
+(574,953) 1527
+(898,179) 1077
+(974,572) 1546
+(430,654) 1084
+(855,542) 1397
+(608,699) 1307
+(1007,372) 1379
+(257,243) 500
+(1006,560) 1566
+(53,134) 187
+(569,475) 1044
+(134,734) 868
+(594,796) 1390
+(790,577) 1367
+(482,934) 1416
+(969,121) 1090
+(908,462) 1370
+(729,81) 810
+(343,980) 1323
+(252,103) 355
+(751,594) 1345
+(377,243) 620
+(273,763) 1036
+(1006,524) 1530
+(304,941) 1245
+(748,462) 1210
+(186,940) 1126
+(841,988) 1829
+(462,892) 1354
+(213,526) 739
+(599,707) 1306
+(372,673) 1045
+(574,745) 1319
+(177,506) 683
+(368,134) 502
+(136,732) 868
+(707,820) 1527
+(936,838) 1774
+(217,973) 1190
+(514,625) 1139
+(263,15) 278
+(619,939) 1558
+(434,788) 1222
+(261,752) 1013
+(1006,170) 1176
+(490,195) 685
+(195,506) 701
+(882,19) 901
+(861,521) 1382
+(380,3) 383
+(391,358) 749
+(880,211) 1091
+(942,577) 1519
+(575,1014) 1589
+(289,75) 364
+(45,25) 70
+(179,424) 603
+(757,968) 1725
+(48,252) 300
+(973,425) 1398
+(912,573) 1485
+(1021,459) 1480
+(49,708) 757
+(254,700) 954
+(596,26) 622
+(979,377) 1356
+(491,204) 695
+(132,204) 336
+(798,628) 1426
+(953,863) 1816
+(233,677) 910
+(599,597) 1196
+(919,694) 1613
+(478,594) 1072
+(599,49) 648
+(566,26) 592
+(333,249) 582
+(327,377) 704
+(216,505) 721
+(431,911) 1342
+(263,134) 397
+(591,874) 1465
+(514,459) 973
+(31,565) 596
+(667,575) 1242
+(204,666) 870
+(25,792) 817
+(260,487) 747
+(420,890) 1310
+(364,231) 595
+(130,679) 809
+(560,337) 897
+(283,855) 1138
+(715,507) 1222
+(502,437) 939
+(974,236) 1210
+(865,195) 1060
+(15,429) 444
+(713,45) 758
+(106,569) 675
+(968,461) 1429
+(661,737) 1398
+(85,944) 1029
+(340,714) 1054
+(699,431) 1130
+(847,309) 1156
+(572,53) 625
+(789,789) 1578
+(943,702) 1645
+(952,490) 1442
+(794,106) 900
+(84,828) 912
+(316,946) 1262
+(134,284) 418
+(1005,532) 1537
+(877,623) 1500
+(549,553) 1102
+(721,968) 1689
+(380,316) 696
+(756,193) 949
+(154,342) 496
+(372,317) 689
+(233,3) 236
+(473,844) 1317
+(832,776) 1608
+(81,840) 921
+(909,154) 1063
+(260,741) 1001
+(396,3) 399
+(877,752) 1629
+(655,781) 1436
+(22,893) 915
+(249,618) 867
+(877,687) 1564
+(150,892) 1042
+(907,526) 1433
+(525,77) 602
+(788,253) 1041
+(203,728) 931
+(596,469) 1065
+(177,279) 456
+(127,619) 746
+(562,465) 1027
+(451,578) 1029
+(826,349) 1175
+(313,1005) 1318
+(10,260) 270
+(195,967) 1162
+(244,81) 325
+(723,295) 1018
+(873,196) 1069
+(77,251) 328
+(707,3) 710
+(434,861) 1295
+(342,779) 1121
+(447,1021) 1468
+(635,809) 1444
+(345,144) 489
+(896,580) 1476
+(861,973) 1834
+(997,368) 1365
+(1005,509) 1514
+(140,707) 847
+(462,805) 1267
+(6,294) 300
+(921,158) 1079
+(509,212) 721
+(922,70) 992
+(511,191) 702
+(26,474) 500
+(701,97) 798
+(435,584) 1019
+(816,81) 897
+(694,971) 1665
+(771,957) 1728
+(15,554) 569
+(279,529) 808
+(934,571) 1505
+(743,209) 952
+(384,193) 577
+(659,46) 705
+(432,657) 1089
+(79,715) 794
+(490,789) 1279
+(101,284) 385
+(459,393) 852
+(236,683) 919
+(116,857) 973
+(318,733) 1051
+(942,452) 1394
+(374,907) 1281
+(211,565) 776
+(619,200) 819
+(898,46) 944
+(474,283) 757
+(992,448) 1440
+(798,875) 1673
+(793,996) 1789
+(575,611) 1186
+(591,372) 963
+(996,26) 1022
+(855,794) 1649
+(447,87) 534
+(832,377) 1209
+(819,97) 916
+(64,542) 606
+(233,82) 315
+(186,77) 263
+(440,346) 786
+(562,653) 1215
+(877,946) 1823
+(874,183) 1057
+(407,46) 453
+(1006,1013) 2019
+(547,573) 1120
+(85,15) 100
+(388,430) 818
+(101,996) 1097
+(549,381) 930
+(759,12) 771
+(957,654) 1611
+(454,560) 1014
+(140,897) 1037
+(939,235) 1174
+(506,883) 1389
+(595,46) 641
+(507,342) 849
+(707,810) 1517
+(659,162) 821
+(434,874) 1308
+(583,683) 1266
+(15,846) 861
+(943,708) 1651
+(877,429) 1306
+(204,707) 911
+(802,939) 1741
+(620,983) 1603
+(333,25) 358
+(994,996) 1990
+(263,372) 635
+(875,973) 1848
+(619,628) 1247
+(796,154) 950
+(701,758) 1459
+(693,657) 1350
+(597,1017) 1614
+(825,332) 1157
+(710,370) 1080
+(13,565) 578
+(13,531) 544
+(38,575) 613
+(151,857) 1008
+(349,814) 1163
+(996,913) 1909
+(635,761) 1396
+(815,857) 1672
+(420,461) 881
+(969,615) 1584
+(692,482) 1174
+(457,640) 1097
+(687,600) 1287
+(211,138) 349
+(600,425) 1025
+(150,844) 994
+(687,179) 866
+(15,640) 655
+(731,748) 1479
+(249,184) 433
+(550,242) 792
+(15,857) 872
+(580,223) 803
+(158,223) 381
+(73,215) 288
+(409,98) 507
+(953,967) 1920
+(280,983) 1263
+(886,250) 1136
+(75,46) 121
+(898,116) 1014
+(705,341) 1046
+(931,377) 1308
+(529,46) 575
+(465,513) 978
+(944,296) 1240
+(942,814) 1756
+(229,142) 371
+(663,182) 845
+(130,974) 1104
+(1,963) 964
+(977,737) 1714
+(619,994) 1613
+(314,19) 333
+(98,517) 615
+(568,812) 1380
+(90,989) 1079
+(877,191) 1068
+(502,249) 751
+(224,276) 500
+(106,565) 671
+(210,834) 1044
+(1017,943) 1960
+(494,840) 1334
+(835,979) 1814
+(649,55) 704
+(911,547) 1458
+(922,481) 1403
+(855,545) 1400
+(316,961) 1277
+(1007,1006) 2013
+(566,970) 1536
+(79,186) 265
+(960,575) 1535
+(353,134) 487
+(333,164) 497
+(540,766) 1306
+(874,897) 1771
+(1007,223) 1230
+(138,462) 600
+(26,999) 1025
+(295,629) 924
+(694,909) 1603
+(409,702) 1111
+(364,568) 932
+(257,810) 1067
+(673,601) 1274
+(142,575) 717
+(371,623) 994
+(391,816) 1207
+(392,900) 1292
+(971,46) 1017
+(130,396) 526
+(511,434) 945
+(1002,252) 1254
+(840,965) 1805
+(302,731) 1033
+(26,766) 792
+(46,162) 208
+(710,345) 1055
+(474,193) 667
+(102,593) 695
+(792,493) 1285
+(996,603) 1599
+(875,403) 1278
+(457,556) 1013
+(417,931) 1348
+(295,844) 1139
+(464,667) 1131
+(138,955) 1093
+(939,46) 985
+(917,577) 1494
+(859,1021) 1880
+(32,802) 834
+(573,264) 837
+(98,814) 912
+(216,695) 911
+(877,546) 1423
+(510,408) 918
+(864,939) 1803
+(243,809) 1052
+(462,220) 682
+(654,38) 692
+(173,701) 874
+(957,28) 985
+(493,80) 573
+(341,18) 359
+(599,944) 1543
+(625,864) 1489
+(213,250) 463
+(666,721) 1387
+(793,354) 1147
+(435,110) 545
+(482,673) 1155
+(957,43) 1000
+(980,209) 1189
+(145,85) 230
+(53,754) 807
+(482,380) 862
+(391,568) 959
+(826,701) 1527
+(560,82) 642
+(41,559) 600
+(708,129) 837
+(333,625) 958
+(510,75) 585
+(734,812) 1546
+(85,46) 131
+(996,991) 1987
+(325,68) 393
+(601,25) 626
+(284,340) 624
+(812,2) 814
+(999,15) 1014
+(707,627) 1334
+(432,912) 1344
+(511,920) 1431
+(539,1021) 1560
+(3,840) 843
+(76,172) 248
+(542,10) 552
+(545,390) 935
+(999,529) 1528
+(164,102) 266
+(971,554) 1525
+(323,785) 1108
+(707,639) 1346
+(460,943) 1403
+(203,557) 760
+(252,614) 866
+(849,999) 1848
+(233,430) 663
+(3,511) 514
+(682,857) 1539
+(306,309) 615
+(19,931) 950
+(381,474) 855
+(372,564) 936
+(15,96) 111
+(882,407) 1289
+(747,98) 845
+(751,103) 854
+(692,730) 1422
+(86,921) 1007
+(875,547) 1422
+(251,786) 1037
+(594,233) 827
+(748,48) 796
+(508,540) 1048
+(617,666) 1283
+(786,303) 1089
+(1002,625) 1627
+(399,79) 478
+(619,127) 746
+(342,194) 536
+(563,534) 1097
+(138,766) 904
+(745,789) 1534
+(943,577) 1520
+(145,114) 259
+(691,563) 1254
+(886,211) 1097
+(1005,184) 1189
+(36,619) 655
+(130,431) 561
+(337,38) 375
+(508,506) 1014
+(617,789) 1406
+(900,25) 925
+(127,249) 376
+(150,442) 592
+(1007,803) 1810
+(734,708) 1442
+(698,707) 1405
+(497,1022) 1519
+(251,667) 918
+(609,567) 1176
+(761,966) 1727
+(465,383) 848
+(945,186) 1131
+(773,292) 1065
+(327,848) 1175
+(766,663) 1429
+(550,200) 750
+(161,663) 824
+(583,402) 985
+(85,749) 834
+(773,374) 1147
+(482,517) 999
+(481,619) 1100
+(687,996) 1683
+(3,664) 667
+(454,12) 466
+(874,844) 1718
+(469,502) 971
+(15,32) 47
+(383,313) 696
+(509,792) 1301
+(84,961) 1045
+(922,306) 1228
+(776,45) 821
+(418,41) 459
+(784,517) 1301
+(817,49) 866
+(751,810) 1561
+(877,565) 1442
+(424,525) 949
+(805,967) 1772
+(179,316) 495
+(379,814) 1193
+(921,459) 1380
+(317,204) 521
+(135,955) 1090
+(696,74) 770
+(565,686) 1251
+(693,0) 693
+(365,880) 1245
+(132,460) 592
+(593,730) 1323
+(771,766) 1537
+(510,116) 626
+(144,549) 693
+(458,974) 1432
+(609,32) 641
+(429,211) 640
+(46,816) 862
+(683,346) 1029
+(338,761) 1099
+(825,381) 1206
+(936,50) 986
+(374,816) 1190
+(460,325) 785
+(840,629) 1469
+(474,846) 1320
+(787,617) 1404
+(707,991) 1698
+(325,1013) 1338
+(549,286) 835
+(629,278) 907
+(990,846) 1836
+(203,365) 568
+(847,967) 1814
+(26,336) 362
+(698,502) 1200
+(457,193) 650
+(619,893) 1512
+(922,789) 1711
+(238,447) 685
+(430,617) 1047
+(49,408) 457
+(840,962) 1802
+(337,259) 596
+(751,980) 1731
+(393,661) 1054
+(942,182) 1124
+(193,917) 1110
+(816,784) 1600
+(211,274) 485
+(132,979) 1111
+(626,508) 1134
+(659,991) 1650
+(447,943) 1390
+(208,407) 615
+(98,890) 988
+(13,958) 971
+(79,379) 458
+(364,102) 466
+(15,280) 295
+(683,28) 711
+(943,429) 1372
+(907,559) 1466
+(671,996) 1667
+(562,316) 878
+(400,789) 1189
+(908,97) 1005
+(835,333) 1168
+(810,116) 926
+(209,1020) 1229
+(676,1010) 1686
+(545,739) 1284
+(580,931) 1511
+(864,185) 1049
+(220,619) 839
+(551,284) 835
+(917,855) 1772
+(802,920) 1722
+(604,676) 1280
+(508,224) 732
+(429,723) 1152
+(941,294) 1235
+(846,323) 1169
+(403,1022) 1425
+(996,186) 1182
+(213,431) 644
+(84,38) 122
+(144,893) 1037
+(942,855) 1797
+(79,242) 321
+(26,224) 250
+(292,841) 1133
+(563,298) 861
+(374,364) 738
+(114,425) 539
+(217,651) 868
+(816,68) 884
+(144,715) 859
+(70,368) 438
+(295,115) 410
+(292,237) 529
+(461,342) 803
+(810,961) 1771
+(41,300) 341
+(465,345) 810
+(913,743) 1656
+(77,316) 393
+(316,891) 1207
+(654,374) 1028
+(887,342) 1229
+(700,174) 874
+(136,130) 266
+(134,380) 514
+(692,838) 1530
+(526,920) 1446
+(560,722) 1282
+(439,815) 1254
+(707,689) 1396
+(185,110) 295
+(252,26) 278
+(840,566) 1406
+(729,806) 1535
+(38,825) 863
+(563,391) 954
+(944,626) 1570
+(430,526) 956
+(417,79) 496
+(731,562) 1293
+(3,549) 552
+(407,966) 1373
+(135,748) 883
+(875,759) 1634
+(877,471) 1348
+(416,391) 807
+(295,888) 1183
+(494,20) 514
+(903,41) 944
+(874,400) 1274
+(727,730) 1457
+(478,81) 559
+(584,682) 1266
+(562,898) 1460
+(212,106) 318
+(642,274) 916
+(942,193) 1135
+(84,955) 1039
+(316,820) 1136
+(249,211) 460
+(752,761) 1513
+(814,337) 1151
+(628,784) 1412
+(417,913) 1330
+(659,653) 1312
+(64,966) 1030
+(687,564) 1251
+(635,431) 1066
+(574,431) 1005
+(752,575) 1327
+(264,442) 706
+(569,291) 860
+(353,432) 785
+(0,891) 891
+(372,424) 796
+(472,1021) 1493
+(79,897) 976
+(744,1017) 1761
+(1021,432) 1453
+(857,786) 1643
+(170,945) 1115
+(130,119) 249
+(49,810) 859
+(947,857) 1804
+(674,752) 1426
+(759,482) 1241
+(903,684) 1587
+(657,534) 1191
+(938,134) 1072
+(835,215) 1050
+(562,303) 865
+(193,988) 1181
+(256,873) 1129
+(788,98) 886
+(761,848) 1609
+(200,372) 572
+(2,751) 753
+(91,333) 424
+(682,102) 784
+(530,243) 773
+(714,465) 1179
+(967,460) 1427
+(59,759) 818
+(135,642) 777
+(182,233) 415
+(970,1014) 1984
+(279,391) 670
+(707,250) 957
+(661,940) 1601
+(563,943) 1506
+(306,26) 332
+(135,52) 187
+(317,115) 432
+(403,107) 510
+(700,695) 1395
+(931,941) 1872
+(182,249) 431
+(191,524) 715
+(694,26) 720
+(743,211) 954
+(1,825) 826
+(23,903) 926
+(381,342) 723
+(223,852) 1075
+(447,997) 1444
+(435,961) 1396
+(584,943) 1527
+(204,250) 454
+(752,710) 1462
+(298,843) 1141
+(594,708) 1302
+(337,787) 1124
+(520,666) 1186
+(961,73) 1034
+(154,758) 912
+(135,890) 1025
+(707,164) 871
+(268,371) 639
+(323,723) 1046
+(938,53) 991
+(861,358) 1219
+(461,830) 1291
+(837,729) 1566
+(22,940) 962
+(68,887) 955
+(532,751) 1283
+(711,540) 1251
+(931,337) 1268
+(511,306) 817
+(961,546) 1507
+(798,2) 800
+(861,707) 1568
+(575,667) 1242
+(464,1007) 1471
+(316,14) 330
+(970,819) 1789
+(900,828) 1728
+(591,592) 1183
+(75,896) 971
+(476,1013) 1489
+(46,757) 803
+(365,138) 503
+(698,244) 942
+(203,812) 1015
+(236,816) 1052
+(979,521) 1500
+(318,773) 1091
+(841,85) 926
+(653,332) 985
+(173,844) 1017
+(882,939) 1821
+(332,18) 350
+(532,392) 924
+(454,220) 674
+(179,830) 1009
+(571,603) 1174
+(46,254) 300
+(511,761) 1272
+(773,10) 783
+(186,912) 1098
+(743,384) 1127
+(559,215) 774
+(694,458) 1152
+(256,469) 725
+(947,460) 1407
+(454,873) 1327
+(365,372) 737
+(564,213) 777
+(86,325) 411
+(203,364) 567
+(628,565) 1193
+(460,465) 925
+(886,211) 1097
+(79,794) 873
+(372,659) 1031
+(665,508) 1173
+(781,595) 1376
+(532,752) 1284
+(472,464) 936
+(785,32) 817
+(333,961) 1294
+(692,243) 935
+(1021,635) 1656
+(529,36) 565
+(967,817) 1784
+(194,901) 1095
+(602,722) 1324
+(170,236) 406
+(81,761) 842
+(969,323) 1292
+(943,191) 1134
+(425,86) 511
+(731,59) 790
+(383,991) 1374
+(597,392) 989
+(134,150) 284
+(439,855) 1294
+(745,614) 1359
+(674,85) 759
+(781,430) 1211
+(932,79) 1011
+(325,873) 1198
+(547,957) 1504
+(337,565) 902
+(494,781) 1275
+(722,263) 985
+(211,527) 738
+(371,553) 924
+(41,372) 413
+(615,323) 938
+(692,620) 1312
+(390,814) 1204
+(107,333) 440
+(865,886) 1751
+(524,79) 603
+(82,663) 745
+(751,785) 1536
+(774,874) 1648
+(334,849) 1183
+(913,64) 977
+(3,969) 972
+(303,332) 635
+(947,967) 1914
+(332,667) 999
+(451,1013) 1464
+(874,625) 1499
+(294,848) 1142
+(676,781) 1457
+(997,238) 1235
+(90,303) 393
+(816,465) 1281
+(577,861) 1438
+(433,510) 943
+(365,826) 1191
+(629,745) 1374
+(465,293) 758
+(150,743) 893
+(896,437) 1333
+(325,936) 1261
+(334,527) 861
+(717,763) 1480
+(283,274) 557
+(933,3) 936
+(901,940) 1841
+(592,687) 1279
+(898,345) 1243
+(729,943) 1672
+(722,212) 934
+(1005,787) 1792
+(291,694) 985
+(1021,966) 1987
+(452,213) 665
+(107,591) 698
+(607,883) 1490
+(170,594) 764
+(939,433) 1372
+(627,604) 1231
+(316,686) 1002
+(700,514) 1214
+(758,278) 1036
+(432,440) 872
+(68,953) 1021
+(623,861) 1484
+(997,707) 1704
+(623,474) 1097
+(182,855) 1037
+(891,766) 1657
+(708,524) 1232
+(891,730) 1621
+(177,325) 502
+(789,459) 1248
+(969,565) 1534
+(882,79) 961
+(741,798) 1539
+(103,933) 1036
+(882,734) 1616
+(129,935) 1064
+(528,520) 1048
+(19,571) 590
+(520,478) 998
+(994,212) 1206
+(520,874) 1394
+(844,907) 1751
+(939,991) 1930
+(565,1014) 1579
+(360,814) 1174
+(168,289) 457
+(806,682) 1488
+(608,325) 933
+(18,584) 602
+(794,15) 809
+(883,883) 1766
+(186,619) 805
+(461,943) 1404
+(584,798) 1382
+(249,215) 464
+(542,130) 672
+(46,864) 910
+(761,679) 1440
+(565,752) 1317
+(392,116) 508
+(102,524) 626
+(559,530) 1089
+(715,135) 850
+(251,154) 405
+(313,817) 1130
+(383,296) 679
+(524,216) 740
+(82,276) 358
+(211,127) 338
+(391,761) 1152
+(1015,614) 1629
+(743,274) 1017
+(482,353) 835
+(529,597) 1126
+(615,338) 953
+(273,81) 354
+(1010,549) 1559
+(96,1005) 1101
+(236,873) 1109
+(683,2) 685
+(318,75) 393
+(318,224) 542
+(683,597) 1280
+(673,135) 808
+(757,999) 1756
+(559,41) 600
+(514,142) 656
+(390,116) 506
+(436,5) 441
+(115,890) 1005
+(306,46) 352
+(991,789) 1780
+(568,372) 940
+(220,998) 1218
+(549,730) 1279
+(1014,819) 1833
+(1013,429) 1442
+(796,944) 1740
+(98,31) 129
+(745,54) 799
+(82,553) 635
+(350,968) 1318
+(286,101) 387
+(264,1018) 1282
+(874,53) 927
+(642,815) 1457
+(997,260) 1257
+(820,953) 1773
+(390,594) 984
+(110,59) 169
+(785,1014) 1799
+(291,996) 1287
+(619,269) 888
+(16,615) 631
+(96,580) 676
+(364,625) 989
+(41,708) 749
+(852,877) 1729
+(542,252) 794
+(785,749) 1534
+(349,70) 419
+(86,793) 879
+(730,244) 974
+(940,259) 1199
+(211,987) 1198
+(761,12) 773
+(875,525) 1400
+(960,507) 1467
+(364,420) 784
+(120,649) 769
+(177,472) 649
+(943,875) 1818
+(714,891) 1605
+(747,546) 1293
+(252,751) 1003
+(526,593) 1119
+(747,433) 1180
+(64,710) 774
+(497,565) 1062
+(31,336) 367
+(431,931) 1362
+(75,19) 94
+(1013,596) 1609
+(855,933) 1788
+(997,659) 1656
+(720,439) 1159
+(565,431) 996
+(888,946) 1834
+(594,343) 937
+(659,877) 1536
+(957,342) 1299
+(890,967) 1857
+(213,967) 1180
+(776,368) 1144
+(472,336) 808
+(606,487) 1093
+(460,619) 1079
+(1007,943) 1950
+(855,331) 1186
+(752,416) 1168
+(683,454) 1137
+(550,689) 1239
+(635,509) 1144
+(816,121) 937
+(960,370) 1330
+(798,534) 1332
+(217,212) 429
+(863,19) 882
+(848,563) 1411
+(342,68) 410
+(390,327) 717
+(74,655) 729
+(18,506) 524
+(864,84) 948
+(68,517) 585
+(745,1) 746
+(399,334) 733
+(420,364) 784
+(379,734) 1113
+(752,476) 1228
+(753,1018) 1771
+(313,751) 1064
+(358,667) 1025
+(759,316) 1075
+(1018,986) 2004
+(87,926) 1013
+(695,961) 1656
+(144,931) 1075
+(814,553) 1367
+(568,920) 1488
+(750,368) 1118
+(679,120) 799
+(1017,971) 1988
+(567,294) 861
+(817,689) 1506
+(819,734) 1553
+(814,261) 1075
+(465,788) 1253
+(1005,777) 1782
+(991,18) 1009
+(294,861) 1155
+(195,50) 245
+(439,521) 960
+(374,15) 389
+(712,140) 852
+(98,917) 1015
+(164,728) 892
+(168,596) 764
+(826,74) 900
+(46,224) 270
+(745,626) 1371
+(380,246) 626
+(41,786) 827
+(691,592) 1283
+(974,683) 1657
+(528,825) 1353
+(212,569) 781
+(117,627) 744
+(455,136) 591
+(694,572) 1266
+(235,967) 1202
+(627,86) 713
+(20,106) 126
+(727,788) 1515
+(999,568) 1567
+(710,309) 1019
+(749,191) 940
+(944,52) 996
+(689,46) 735
+(82,105) 187
+(342,101) 443
+(309,460) 769
+(665,98) 763
+(991,448) 1439
+(986,393) 1379
+(116,701) 817
+(85,96) 181
+(1010,507) 1517
+(223,989) 1212
+(971,336) 1307
+(458,600) 1058
+(534,578) 1112
+(784,787) 1571
+(747,695) 1442
+(987,75) 1062
+(758,26) 784
+(429,82) 511
+(671,384) 1055
+(733,514) 1247
+(977,203) 1180
+(433,671) 1104
+(103,489) 592
+(793,761) 1554
+(105,674) 779
+(723,806) 1529
+(418,834) 1252
+(15,393) 408
+(323,554) 877
+(381,403) 784
+(138,779) 917
+(561,908) 1469
+(828,432) 1260
+(989,295) 1284
+(647,611) 1258
+(578,596) 1174
+(473,116) 589
+(747,527) 1274
+(777,183) 960
+(138,553) 691
+(619,1014) 1633
+(997,332) 1329
+(85,699) 784
+(46,893) 939
+(705,659) 1364
+(531,114) 645
+(353,933) 1286
+(41,874) 915
+(546,233) 779
+(654,462) 1116
+(944,816) 1760
+(551,953) 1504
+(526,708) 1234
+(970,844) 1814
+(994,600) 1594
+(96,393) 489
+(237,618) 855
+(619,943) 1562
+(465,253) 718
+(619,454) 1073
+(913,119) 1032
+(121,877) 998
+(566,863) 1429
+(325,713) 1038
+(665,20) 685
+(360,53) 413
+(311,880) 1191
+(388,844) 1232
+(37,715) 752
+(849,472) 1321
+(482,909) 1391
+(834,134) 968
+(953,628) 1581
+(751,682) 1433
+(619,1013) 1632
+(452,194) 646
+(967,693) 1660
+(840,464) 1304
+(75,693) 768
+(82,946) 1028
+(864,561) 1425
+(144,46) 190
+(312,557) 869
+(619,952) 1571
+(785,619) 1404
+(360,249) 609
+(391,460) 851
+(759,3) 762
+(815,273) 1088
+(493,638) 1131
+(717,686) 1403
+(43,666) 709
+(619,692) 1311
+(194,183) 377
+(714,313) 1027
+(872,209) 1081
+(792,105) 897
+(374,908) 1282
+(711,891) 1602
+(194,763) 957
+(712,360) 1072
+(893,715) 1608
+(659,243) 902
+(625,759) 1384
+(563,85) 648
+(698,1) 699
+(1005,817) 1822
+(710,383) 1093
+(835,465) 1300
+(971,817) 1788
+(303,814) 1117
+(944,263) 1207
+(32,19) 51
+(721,666) 1387
+(130,276) 406
+(561,309) 870
+(661,403) 1064
+(947,667) 1614
+(460,191) 651
+(256,425) 681
+(758,404) 1162
+(608,663) 1271
+(1,840) 841
+(751,702) 1453
+(651,714) 1365
+(451,940) 1391
+(883,303) 1186
+(822,763) 1585
+(753,761) 1514
+(952,707) 1659
+(887,15) 902
+(524,757) 1281
+(1017,840) 1857
+(701,785) 1486
+(86,745) 831
+(136,98) 234
+(595,8) 603
+(717,177) 894
+(182,826) 1008
+(693,263) 956
+(849,408) 1257
+(521,448) 969
+(80,990) 1070
+(431,653) 1084
+(25,840) 865
+(333,19) 352
+(773,3) 776
+(73,469) 542
+(64,991) 1055
+(723,855) 1578
+(1022,940) 1962
+(409,292) 701
+(32,243) 275
+(729,182) 911
+(256,381) 637
+(560,212) 772
+(493,524) 1017
+(41,694) 735
+(943,340) 1283
+(561,358) 919
+(425,349) 774
+(843,502) 1345
+(14,825) 839
+(276,1007) 1283
+(663,314) 977
+(474,433) 907
+(575,381) 956
+(619,965) 1584
+(332,390) 722
+(626,212) 838
+(454,532) 986
+(291,86) 377
+(289,5) 294
+(107,436) 543
+(938,358) 1296
+(526,569) 1095
+(249,886) 1135
+(695,960) 1655
+(966,408) 1374
+(154,944) 1098
+(761,203) 964
+(810,635) 1445
+(242,182) 424
+(625,211) 836
+(913,168) 1081
+(18,454) 472
+(249,110) 359
+(707,957) 1664
+(744,720) 1464
+(1,792) 793
+(242,814) 1056
+(559,491) 1050
+(161,781) 942
+(279,693) 972
+(741,679) 1420
+(564,81) 645
+(963,922) 1885
+(931,424) 1355
+(134,863) 997
+(773,377) 1150
+(973,618) 1591
+(215,794) 1009
+(168,379) 547
+(74,312) 386
+(744,497) 1241
+(464,403) 867
+(46,268) 314
+(887,384) 1271
+(855,786) 1641
+(337,828) 1165
+(727,983) 1710
+(619,547) 1166
+(569,314) 883
+(233,447) 680
+(753,896) 1649
+(210,292) 502
+(546,564) 1110
+(340,53) 393
+(257,830) 1087
+(997,471) 1468
+(344,120) 464
+(659,696) 1355
+(75,139) 214
+(238,713) 951
+(162,617) 779
+(911,702) 1613
+(684,619) 1303
+(784,195) 979
+(947,96) 1043
+(659,757) 1416
+(596,136) 732
+(12,654) 666
+(471,546) 1017
+(12,991) 1003
+(943,595) 1538
+(545,460) 1005
+(1013,997) 2010
+(1002,184) 1186
+(370,452) 822
+(694,49) 743
+(138,546) 684
+(628,136) 764
+(947,182) 1129
+(712,211) 923
+(745,810) 1555
+(941,711) 1652
+(966,649) 1615
+(922,53) 975
+(575,988) 1563
+(323,53) 376
+(960,961) 1921
+(325,309) 634
+(318,130) 448
+(554,913) 1467
+(715,568) 1283
+(717,390) 1107
+(195,273) 468
+(431,243) 674
+(198,944) 1142
+(215,333) 548
+(682,468) 1150
+(702,919) 1621
+(947,816) 1763
+(50,971) 1021
+(193,577) 770
+(399,120) 519
+(1014,888) 1902
+(687,997) 1684
+(983,606) 1589
+(826,391) 1217
+(686,229) 915
+(513,679) 1192
+(447,46) 493
+(332,944) 1276
+(84,451) 535
+(460,584) 1044
+(257,76) 333
+(559,611) 1170
+(940,37) 977
+(999,139) 1138
+(332,922) 1254
+(737,481) 1218
+(462,327) 789
+(965,391) 1356
+(138,161) 299
+(194,744) 938
+(107,250) 357
+(164,316) 480
+(626,862) 1488
+(865,465) 1330
+(79,28) 107
+(183,195) 378
+(987,583) 1570
+(692,73) 765
+(22,634) 656
+(967,374) 1341
+(908,286) 1194
+(748,722) 1470
+(333,161) 494
+(0,520) 520
+(494,857) 1351
+(144,654) 798
+(54,135) 189
+(840,173) 1013
+(393,532) 925
+(855,471) 1326
+(527,729) 1256
+(217,3) 220
+(669,264) 933
+(526,943) 1469
+(144,553) 697
